"problem_id","topic","subtopic","grade_level","difficulty_level","source","problem_length_words","num_sentences","num_entities","equation_count","equation_complexity_score","total_attempts","avg_solving_time_seconds","success_rate","avg_attempts_to_solve","verified_by_human","last_updated"
"PROB_512","Geometry","Circles","7","3","NCERT","164","5","6","2","6","5","357","","1.6","1","2024-10-15 00:00:00"
"PROB_513","Ratios","Continued Proportions","10","3","NCERT","121","3","4","3","8","26","373","","1.5","0","2024-08-27 00:00:00"
"PROB_514","Probability","Combinations","8","3","NCERT","204","5","7","4","6","6","420","0.5821297756894289","1.8","1","2024-09-04 00:00:00"
"PROB_515","Mensuration","Volume","9","1","User-Generated","199","7","5","4","2","25","287","","1.5","1","2024-10-21 00:00:00"
"PROB_516","Probability","Permutations","6","1","User-Generated","300","2","8","1","2","50","291","0.8158939306846552","1.6","1","2024-10-11 00:00:00"
"PROB_517","Geometry","Congruence","10","3","User-Generated","85","6","9","2","6","8","386","","2.3","1","2024-10-20 00:00:00"
"PROB_518","Algebra","Exponents","9","3","User-Generated","228","6","3","1","7","35","420","0.5873573761120876","1.9","1","2024-11-01 00:00:00"
"PROB_519","Arithmetic","Percentages","10","3","Synthetic","173","8","8","3","5","16","320","0.645205880191678","1.9","1","2024-11-01 00:00:00"
"PROB_520","Ratios","Direct Variation","9","3","Synthetic","83","6","3","2","3","7","297","0.4604780550734999","2.0","0","2024-10-03 00:00:00"
"PROB_521","Algebra","Exponents","10","3","Synthetic","73","7","6","3","3","12","278","0.726741913555238","1.4","1","2024-10-12 00:00:00"
"PROB_522","Geometry","Similarity","7","3","NCERT","187","3","4","1","4","38","420","0.5943352311499068","1.8","1","2024-08-31 00:00:00"
"PROB_523","Trigonometry","Angles","8","4","User-Generated","162","5","4","4","7","50","377","","1.6","1","2024-10-25 00:00:00"
"PROB_524","Probability","Probability Distributions","12","4","User-Generated","133","2","3","2","7","25","398","","1.3","0","2024-10-09 00:00:00"
"PROB_525","Probability","Basic Probability","7","2","User-Generated","171","5","8","4","5","29","313","0.7849043884640959","1.6","0","2024-09-18 00:00:00"
"PROB_526","Mensuration","Curved Surface Area","10","2","User-Generated","57","4","5","2","2","20","315","0.7705119647395071","1.4","0","2024-08-07 00:00:00"
"PROB_527","Statistics","Data Interpretation","11","3","Synthetic","99","4","5","3","3","22","277","0.6941699667783875","1.4","1","2024-10-21 00:00:00"
"PROB_528","Algebra","Logarithms","11","2","User-Generated","94","7","4","3","5","18","343","0.7568165089564509","1.3","1","2024-10-07 00:00:00"
"PROB_529","Probability","Basic Probability","10","3","NCERT","179","4","3","1","5","29","362","0.6586070115259939","1.9","1","2024-10-08 00:00:00"
"PROB_530","Trigonometry","Heights and Distances","8","2","NCERT","50","3","2","3","2","12","281","0.6250141470719979","1.8","1","2024-08-17 00:00:00"
"PROB_531","Algebra","Inequalities","8","2","NCERT","208","5","8","4","5","9","376","0.7792144832242117","1.5","1","2024-08-31 00:00:00"
"PROB_532","Geometry","Similarity","10","3","User-Generated","300","4","10","1","5","50","420","0.7783065137489134","1.6","1","2024-11-01 00:00:00"
"PROB_533","Arithmetic","Averages","12","4","Synthetic","169","7","8","2","8","50","420","0.44070307272782194","2.2","1","2024-10-19 00:00:00"
"PROB_534","Ratios","Direct Variation","8","5","NCERT","95","2","10","2","10","50","420","0.5074204911789509","1.6","1","2024-10-12 00:00:00"
"PROB_535","Algebra","Logarithms","9","2","NCERT","186","8","5","4","5","9","280","0.7080925463749284","1.3","1","2024-09-03 00:00:00"
"PROB_536","Trigonometry","Identities","6","5","NCERT","104","5","6","1","9","15","420","","2.3","0","2024-10-01 00:00:00"
"PROB_537","Arithmetic","Time and Work","12","1","NCERT","168","4","6","3","2","13","317","0.7810413682742627","1.3","1","2024-08-07 00:00:00"
"PROB_538","Trigonometry","Equations","12","2","NCERT","135","5","3","4","3","15","345","0.768474528011296","1.5","1","2024-09-23 00:00:00"
"PROB_539","Statistics","Data Interpretation","8","4","NCERT","103","5","7","1","7","5","420","0.47188595682147216","2.3","1","2024-10-02 00:00:00"
"PROB_540","Mensuration","Area","10","5","Synthetic","242","6","4","2","10","14","420","0.5312044756385421","1.6","1","2024-08-30 00:00:00"
"PROB_541","Arithmetic","Averages","10","2","User-Generated","284","6","6","3","4","50","336","0.6825518156269704","1.4","0","2024-10-24 00:00:00"
"PROB_542","Mensuration","Volume","9","3","User-Generated","247","4","4","3","3","27","375","0.6733099564990868","1.9","0","2024-09-22 00:00:00"
"PROB_543","Mensuration","Surface Area","8","5","Synthetic","217","2","7","4","10","18","420","0.41183340715331856","2.1","1","2024-10-03 00:00:00"
"PROB_544","Trigonometry","Identities","8","1","User-Generated","88","4","3","3","3","27","315","0.95","1.0","1","2024-10-18 00:00:00"
"PROB_545","Algebra","Logarithms","11","3","NCERT","254","5","2","3","6","9","347","0.5842460670446612","1.6","1","2024-09-13 00:00:00"
"PROB_546","Probability","Conditional Probability","12","3","User-Generated","254","5","7","4","4","12","412","","2.4","0","2024-10-27 00:00:00"
"PROB_547","Algebra","Linear Equations","8","4","User-Generated","173","5","7","4","10","41","420","0.6423781375788162","1.9","1","2024-09-25 00:00:00"
"PROB_548","Algebra","Exponents","9","2","User-Generated","168","4","3","2","4","13","308","0.8133188741828182","1.7","1","2024-08-10 00:00:00"
"PROB_549","Arithmetic","Percentages","12","3","NCERT","300","5","3","2","8","50","420","0.7407037860209661","1.6","0","2024-10-23 00:00:00"
"PROB_550","Probability","Basic Probability","10","3","User-Generated","119","3","6","1","4","50","338","0.6377533013592276","1.8","1","2024-10-11 00:00:00"
"PROB_551","Geometry","Similarity","11","1","NCERT","92","7","4","3","2","11","205","0.8672358831126622","1.5","1","2024-09-10 00:00:00"
"PROB_552","Probability","Conditional Probability","11","4","User-Generated","156","2","10","3","8","15","417","","2.4","1","2024-09-18 00:00:00"
"PROB_553","Geometry","Congruence","7","2","User-Generated","105","5","3","3","4","9","314","0.9362763778349168","1.0","0","2024-09-11 00:00:00"
"PROB_554","Probability","Conditional Probability","7","2","NCERT","166","4","2","2","3","11","329","0.6660071510384955","1.5","1","2024-10-16 00:00:00"
"PROB_555","Mensuration","Area","11","3","Synthetic","254","8","7","1","5","6","386","0.61909118984065","1.9","1","2024-10-30 00:00:00"
"PROB_556","Arithmetic","Time and Work","10","1","Synthetic","174","8","8","1","2","43","361","","1.4","1","2024-09-08 00:00:00"
"PROB_557","Geometry","Similarity","7","4","NCERT","148","3","2","4","10","39","405","0.5470194819403694","1.9","1","2024-09-07 00:00:00"
"PROB_558","Algebra","Systems of Equations","9","4","NCERT","284","8","6","3","9","50","420","0.5075928331196105","2.0","1","2024-08-30 00:00:00"
"PROB_559","Arithmetic","Compound Interest","8","2","NCERT","174","4","9","3","2","18","313","0.7351532639518011","1.5","1","2024-10-05 00:00:00"
"PROB_560","Algebra","Logarithms","7","3","User-Generated","209","4","8","4","6","35","398","0.6149742140455741","1.4","1","2024-09-29 00:00:00"
"PROB_561","Probability","Expected Value","11","3","User-Generated","174","4","10","4","5","44","391","0.731931294612165","1.8","1","2024-08-07 00:00:00"
"PROB_562","Statistics","Variance","11","2","NCERT","287","5","5","1","2","15","313","0.6722039489850395","1.7","0","2024-10-23 00:00:00"
"PROB_563","Arithmetic","Averages","10","5","NCERT","138","4","4","3","8","41","420","0.48414778733226754","2.1","1","2024-08-09 00:00:00"
"PROB_564","Ratios","Inverse Variation","9","2","Synthetic","195","5","5","2","4","23","291","0.5762061088717741","1.8","0","2024-08-10 00:00:00"
"PROB_565","Probability","Combinations","12","5","NCERT","207","4","5","4","9","16","420","0.47637068262462334","2.1","1","2024-09-15 00:00:00"
"PROB_566","Mensuration","Volume","10","2","User-Generated","252","6","9","4","2","40","313","0.8024902076930206","1.2","1","2024-09-17 00:00:00"
"PROB_567","Arithmetic","Profit and Loss","7","3","NCERT","114","4","7","4","6","26","344","0.6170316840021409","1.8","1","2024-08-21 00:00:00"
"PROB_568","Statistics","Data Interpretation","10","4","User-Generated","183","2","5","4","7","12","412","","1.1","1","2024-08-04 00:00:00"
"PROB_569","Ratios","Ratio and Proportion","10","3","Synthetic","300","3","4","3","4","46","338","0.5920068676987603","2.0","1","2024-08-10 00:00:00"
"PROB_570","Arithmetic","Percentages","10","4","User-Generated","281","5","9","4","9","18","420","0.6827535599086567","1.8","0","2024-10-07 00:00:00"
"PROB_571","Mensuration","Volume","8","1","Synthetic","202","3","2","2","2","5","243","0.8087343121060394","1.3","1","2024-08-08 00:00:00"
"PROB_572","Arithmetic","Compound Interest","9","3","User-Generated","203","3","5","4","7","26","406","","1.9","1","2024-10-16 00:00:00"
"PROB_573","Ratios","Ratio and Proportion","11","4","NCERT","260","4","2","4","7","18","420","0.39877918426502634","2.3","1","2024-10-29 00:00:00"
"PROB_574","Arithmetic","Percentages","10","4","Synthetic","218","4","5","4","7","12","420","0.3105794881005154","2.2","1","2024-08-22 00:00:00"
"PROB_575","Probability","Basic Probability","11","2","Synthetic","300","6","3","1","5","13","420","0.8737118949751863","1.9","0","2024-08-05 00:00:00"
"PROB_576","Arithmetic","Compound Interest","7","4","NCERT","300","2","8","2","6","12","420","0.671448338431611","1.8","1","2024-08-25 00:00:00"
"PROB_577","Mensuration","Perimeter","9","4","User-Generated","186","5","6","4","7","10","395","0.6219829480610415","1.7","0","2024-10-17 00:00:00"
"PROB_578","Algebra","Linear Equations","8","1","User-Generated","50","4","4","1","2","7","181","0.8872736817037784","1.0","1","2024-10-01 00:00:00"
"PROB_579","Arithmetic","Simple Interest","9","1","NCERT","155","5","6","4","3","35","195","0.8795362183015604","1.4","0","2024-10-14 00:00:00"
"PROB_580","Statistics","Standard Deviation","9","4","Synthetic","218","2","5","1","8","50","380","0.4988149888646505","2.0","1","2024-08-21 00:00:00"
"PROB_581","Algebra","Polynomials","9","3","User-Generated","251","4","7","3","5","50","289","0.8156202467893756","1.5","1","2024-09-05 00:00:00"
"PROB_582","Statistics","Data Interpretation","6","3","User-Generated","167","5","8","3","8","50","416","0.6518708100124945","1.9","1","2024-08-13 00:00:00"
"PROB_583","Statistics","Mean Median Mode","12","5","NCERT","189","8","5","4","6","37","420","0.5338474183078541","2.1","0","2024-10-29 00:00:00"
"PROB_584","Algebra","Factorization","10","1","NCERT","213","5","10","2","3","47","263","0.8281093808125268","1.4","1","2024-09-05 00:00:00"
"PROB_585","Geometry","Congruence","10","3","Synthetic","290","3","6","3","7","35","420","0.6589296980674767","1.7","1","2024-08-21 00:00:00"
"PROB_586","Mensuration","Volume","9","3","NCERT","87","5","5","2","7","10","376","0.6256836749543567","1.8","1","2024-08-12 00:00:00"
"PROB_587","Geometry","Angles","12","1","Synthetic","187","8","7","4","2","8","274","0.8690031090875019","1.2","1","2024-09-05 00:00:00"
"PROB_588","Algebra","Polynomials","9","4","User-Generated","300","4","6","1","9","14","420","0.5833327248438875","1.8","0","2024-09-25 00:00:00"
"PROB_589","Algebra","Quadratic Equations","9","3","User-Generated","91","6","4","1","6","50","336","0.6199197474349621","1.6","1","2024-08-24 00:00:00"
"PROB_590","Geometry","Quadrilaterals","9","3","User-Generated","236","2","10","2","8","12","420","0.505203045530372","2.2","1","2024-09-14 00:00:00"
"PROB_591","Probability","Expected Value","6","2","NCERT","188","7","7","3","2","13","335","0.7214238166991447","1.5","1","2024-10-01 00:00:00"
"PROB_592","Algebra","Quadratic Equations","9","4","Synthetic","156","6","6","2","5","10","420","0.37280666364082204","2.4","0","2024-10-30 00:00:00"
"PROB_593","Number Theory","Number Patterns","8","3","User-Generated","235","8","4","1","5","7","400","0.4980551063323813","2.1","1","2024-08-21 00:00:00"
"PROB_594","Algebra","Linear Equations","7","4","Synthetic","274","4","5","4","8","28","420","","1.5","1","2024-10-08 00:00:00"
"PROB_595","Probability","Expected Value","9","3","NCERT","193","3","5","4","5","50","361","0.6588027859146279","2.0","1","2024-08-22 00:00:00"
"PROB_596","Algebra","Exponents","10","4","User-Generated","138","5","10","1","8","5","400","","1.7","1","2024-10-10 00:00:00"
"PROB_597","Trigonometry","Equations","9","3","NCERT","178","3","5","3","5","20","396","","1.4","0","2024-10-22 00:00:00"
"PROB_598","Mensuration","Perimeter","10","4","Synthetic","124","3","6","4","7","12","420","0.5252572344382597","1.9","1","2024-10-22 00:00:00"
"PROB_599","Mensuration","Area","12","4","User-Generated","145","6","10","4","8","33","380","0.5179982322211912","1.9","1","2024-10-21 00:00:00"
"PROB_600","Ratios","Direct Variation","7","4","User-Generated","191","3","7","2","9","8","420","0.3848487228776925","2.3","1","2024-08-15 00:00:00"
"PROB_601","Statistics","Mean Median Mode","11","2","User-Generated","120","2","9","2","3","23","311","0.785905331312042","1.2","1","2024-09-30 00:00:00"
"PROB_602","Probability","Probability Distributions","9","3","User-Generated","205","6","4","4","6","14","420","","1.5","0","2024-10-11 00:00:00"
"PROB_603","Ratios","Inverse Variation","10","1","User-Generated","191","4","7","2","2","17","269","0.859051056583824","1.3","1","2024-09-26 00:00:00"
"PROB_604","Probability","Probability Distributions","10","2","NCERT","87","8","6","1","6","14","341","","2.1","1","2024-10-05 00:00:00"
"PROB_605","Probability","Permutations","6","2","NCERT","178","4","4","1","2","42","299","","1.3","1","2024-08-26 00:00:00"
"PROB_606","Ratios","Ratio and Proportion","11","2","User-Generated","248","7","6","2","6","12","380","","1.3","1","2024-08-17 00:00:00"
"PROB_607","Trigonometry","Angles","9","2","NCERT","96","5","3","3","4","50","266","0.8869873859982141","1.2","1","2024-10-22 00:00:00"
"PROB_608","Probability","Basic Probability","7","5","Synthetic","114","5","5","2","10","50","420","0.5021664189883926","2.4","1","2024-10-02 00:00:00"
"PROB_609","Probability","Expected Value","12","1","NCERT","226","5","6","4","2","36","260","","1.7","1","2024-08-04 00:00:00"
"PROB_610","Geometry","Similarity","10","3","NCERT","240","4","6","1","7","26","367","0.7692131005727793","1.2","1","2024-10-06 00:00:00"
"PROB_611","Algebra","Systems of Equations","6","5","Synthetic","246","8","6","3","7","41","420","0.3208878835616807","2.3","1","2024-09-19 00:00:00"
"PROB_612","Statistics","Mean Median Mode","8","5","User-Generated","263","3","9","3","8","40","420","0.4629024362650353","2.2","1","2024-10-26 00:00:00"
"PROB_613","Arithmetic","Speed Distance Time","9","2","User-Generated","50","8","7","1","6","33","358","0.6890742778325658","1.9","1","2024-08-16 00:00:00"
"PROB_614","Algebra","Linear Equations","10","2","User-Generated","209","7","9","1","5","10","336","0.7777298313980477","1.5","1","2024-10-15 00:00:00"
"PROB_615","Ratios","Continued Proportions","12","3","User-Generated","251","5","6","3","4","16","420","0.7141866222307572","1.3","1","2024-09-16 00:00:00"
"PROB_616","Algebra","Logarithms","10","4","User-Generated","171","4","7","2","8","6","420","0.47591580304965886","1.8","1","2024-10-29 00:00:00"
"PROB_617","Probability","Basic Probability","9","3","NCERT","265","7","5","1","3","50","370","0.6812386885186223","1.5","1","2024-08-16 00:00:00"
"PROB_618","Mensuration","Surface Area","9","4","Synthetic","50","7","7","4","7","23","420","0.5588870681043867","1.7","0","2024-09-28 00:00:00"
"PROB_619","Ratios","Inverse Variation","11","5","NCERT","88","7","5","2","10","5","420","0.41435174993307644","1.9","1","2024-09-05 00:00:00"
"PROB_620","Trigonometry","Equations","8","4","NCERT","190","8","3","4","7","22","420","0.6033884227563743","1.8","0","2024-08-14 00:00:00"
"PROB_621","Mensuration","Perimeter","11","3","Synthetic","178","6","3","3","6","50","420","","1.5","1","2024-08-08 00:00:00"
"PROB_622","Ratios","Continued Proportions","10","2","User-Generated","190","8","5","4","5","26","363","0.7764119959513551","1.4","0","2024-10-19 00:00:00"
"PROB_623","Algebra","Polynomials","7","5","User-Generated","197","3","7","3","8","32","420","0.3","2.3","1","2024-08-26 00:00:00"
"PROB_624","Geometry","Solid Geometry","10","4","NCERT","92","2","3","1","9","40","420","","1.4","1","2024-09-24 00:00:00"
"PROB_625","Algebra","Logarithms","9","2","Synthetic","125","3","4","1","2","15","271","0.7712972208122325","1.8","1","2024-09-23 00:00:00"
"PROB_626","Ratios","Continued Proportions","8","4","Synthetic","89","3","6","3","7","47","401","0.5558115370434645","2.2","1","2024-08-29 00:00:00"
