interaction_id,user_id,problem_id,session_id,timestamp,time_of_day,day_of_week,days_since_last_session,grade_level,study_hours_per_week,previous_math_score,tutoring_received,learning_style,device_type,topic,difficulty_level,problem_length_words,equation_count,attempt_number,hint_used,response_time_seconds,user_accuracy,confidence_rating,solver_success,user_feedback_rating
INT_0499,USR_002,PROB_036,SES_0108,2024-09-11 22:46:27,night,Wednesday,-33,7,6,54,no,kinesthetic,desktop,Algebra,5,289,3,1,no,541,0,1,0,3
INT_0500,USR_049,PROB_070,SES_0716,2024-08-22 04:37:29,night,Thursday,-60,7,10,48,no,reading/writing,desktop,Calculus,2,221,1,2,no,316,1,5,1,4
INT_0501,USR_034,PROB_197,SES_0304,2024-10-31 02:22:35,night,Thursday,-28,11,15,56,no,visual,tablet,Algebra,4,104,1,1,no,398,0,1,0,2
INT_0502,USR_041,PROB_195,SES_0968,2024-09-09 22:29:41,night,Monday,-51,12,13,43,no,auditory,tablet,Trigonometry,3,299,2,3,yes,289,1,2,1,5
INT_0503,USR_074,PROB_166,SES_0105,2024-08-19 14:56:06,afternoon,Monday,-62,7,5,88,yes,visual,tablet,Statistics,3,165,2,1,no,327,1,3,1,4
INT_0504,USR_057,PROB_070,SES_0379,2024-08-13 01:41:24,night,Tuesday,18,7,9,54,no,kinesthetic,desktop,Number Theory,4,176,2,1,yes,414,0,1,0,2
INT_0505,USR_031,PROB_017,SES_0545,2024-08-13 08:14:56,morning,Tuesday,68,11,11,80,no,auditory,desktop,Mensuration,4,176,1,3,yes,292,0,3,1,
INT_0506,USR_065,PROB_180,SES_0638,2024-10-01 23:19:54,night,Tuesday,86,7,7,70,no,auditory,mobile,Ratios,4,280,2,5,no,423,0,1,1,2
INT_0507,USR_098,PROB_003,SES_0609,2024-09-15 15:37:00,afternoon,Sunday,35,12,8,90,yes,visual,desktop,Mensuration,5,263,1,2,no,350,1,2,1,4
INT_0508,USR_045,PROB_140,SES_0264,2024-10-24 15:16:23,afternoon,Thursday,27,6,10,68,no,reading/writing,mobile,Mensuration,5,225,2,3,yes,447,0,1,1,1
INT_0509,USR_074,PROB_190,SES_0713,2024-09-25 11:13:47,morning,Wednesday,-68,7,11,43,no,reading/writing,desktop,Probability,2,117,4,1,yes,186,1,5,1,5
INT_0510,USR_090,PROB_088,SES_0855,2024-10-18 03:27:50,night,Friday,26,10,10,66,yes,visual,tablet,Probability,2,169,3,2,yes,275,1,3,1,
INT_0511,USR_038,PROB_004,SES_0465,2024-08-06 06:18:52,morning,Tuesday,61,6,5,92,yes,reading/writing,tablet,Algebra,3,62,1,2,yes,199,1,4,1,3
INT_0512,USR_035,PROB_037,SES_0751,2024-08-26 13:37:58,afternoon,Monday,-70,8,8,34,no,kinesthetic,mobile,Trigonometry,2,158,2,4,no,392,1,4,1,5
INT_0513,USR_075,PROB_036,SES_0700,2024-08-26 08:08:26,morning,Monday,51,7,9,69,yes,reading/writing,desktop,Probability,5,146,3,4,yes,433,1,4,1,4
INT_0514,USR_046,PROB_110,SES_0478,2024-09-23 13:29:01,afternoon,Monday,53,6,11,41,no,kinesthetic,mobile,Number Theory,3,181,2,3,no,311,1,2,1,5
INT_0515,USR_060,PROB_196,SES_0896,2024-10-06 14:53:03,afternoon,Sunday,-69,6,9,43,yes,visual,tablet,Number Theory,3,173,3,4,yes,205,1,4,1,4
INT_0516,USR_072,PROB_190,SES_0991,2024-10-03 04:14:57,night,Thursday,82,11,7,68,no,visual,tablet,Number Theory,2,226,1,1,yes,136,1,4,1,2
INT_0517,USR_065,PROB_114,SES_0401,2024-08-08 03:19:25,night,Thursday,33,7,8,63,no,reading/writing,desktop,Number Theory,3,81,2,3,yes,299,1,4,1,4
INT_0518,USR_061,PROB_123,SES_0297,2024-09-07 21:06:37,night,Saturday,36,8,15,65,no,visual,tablet,Trigonometry,2,258,2,1,no,425,1,1,1,5
INT_0519,USR_080,PROB_114,SES_0044,2024-09-15 04:29:56,night,Sunday,27,8,5,50,no,auditory,tablet,Statistics,1,149,2,1,yes,103,1,4,1,3
INT_0520,USR_098,PROB_169,SES_0311,2024-09-20 02:58:53,night,Friday,75,9,11,90,no,auditory,desktop,Statistics,3,248,3,1,no,438,1,4,1,2
INT_0521,USR_004,PROB_188,SES_0163,2024-08-30 03:42:06,night,Friday,37,11,12,71,no,auditory,mobile,Probability,5,236,3,3,no,369,0,3,0,1
INT_0522,USR_098,PROB_096,SES_0622,2024-10-20 00:59:11,night,Sunday,-8,6,12,78,yes,auditory,mobile,Mensuration,4,175,2,1,yes,343,0,4,1,3
INT_0523,USR_081,PROB_172,SES_0099,2024-08-27 01:51:08,night,Tuesday,-89,8,11,39,yes,reading/writing,mobile,Arithmetic,2,196,3,2,yes,326,1,5,1,5
INT_0524,USR_010,PROB_146,SES_0081,2024-08-17 16:19:06,afternoon,Saturday,-60,9,8,36,no,kinesthetic,mobile,Arithmetic,3,260,4,5,yes,179,1,2,1,3
INT_0525,USR_074,PROB_062,SES_0874,2024-10-06 19:32:19,evening,Sunday,12,10,5,44,no,kinesthetic,desktop,Algebra,4,58,2,1,yes,408,1,2,1,5
INT_0526,USR_085,PROB_016,SES_0242,2024-10-03 02:51:36,night,Thursday,66,11,5,74,no,reading/writing,desktop,Number Theory,2,287,1,2,no,339,1,1,0,3
INT_0527,USR_056,PROB_123,SES_0311,2024-08-30 00:59:03,night,Friday,-84,12,8,78,no,visual,desktop,Calculus,3,63,2,2,yes,260,1,4,0,2
INT_0528,USR_048,PROB_091,SES_0199,2024-09-13 13:58:03,afternoon,Friday,-30,7,6,31,yes,visual,mobile,Arithmetic,2,258,1,1,no,230,1,3,1,5
INT_0529,USR_017,PROB_156,SES_0408,2024-10-01 21:07:42,night,Tuesday,-71,6,9,56,no,kinesthetic,mobile,Calculus,2,232,2,2,no,373,1,3,1,4
INT_0530,USR_014,PROB_014,SES_0355,2024-09-22 22:39:31,night,Sunday,-19,6,8,47,no,auditory,tablet,Statistics,3,103,1,3,no,232,0,1,1,5
INT_0531,USR_003,PROB_128,SES_0857,2024-08-05 08:17:37,morning,Monday,8,8,6,37,yes,reading/writing,tablet,Algebra,3,270,2,2,yes,50,1,4,1,2
INT_0532,USR_098,PROB_090,SES_0960,2024-08-04 19:48:57,evening,Sunday,-4,12,9,57,no,kinesthetic,desktop,Number Theory,4,161,3,3,no,162,1,5,1,5
INT_0533,USR_037,PROB_137,SES_0475,2024-09-24 18:46:36,evening,Tuesday,42,8,7,78,no,auditory,mobile,Algebra,2,121,3,5,yes,146,0,2,0,2
INT_0534,USR_047,PROB_069,SES_0676,2024-09-02 20:51:49,evening,Monday,65,6,6,69,no,kinesthetic,tablet,Probability,1,163,2,2,no,258,1,4,1,2
INT_0535,USR_011,PROB_071,SES_0919,2024-10-18 17:20:04,evening,Friday,22,7,9,65,yes,reading/writing,mobile,Arithmetic,2,211,1,4,no,293,0,3,0,2
INT_0536,USR_041,PROB_011,SES_0567,2024-10-31 07:03:45,morning,Thursday,-24,8,5,75,no,visual,desktop,Arithmetic,2,139,1,2,yes,262,0,1,1,4
INT_0537,USR_010,PROB_165,SES_0437,2024-09-06 04:01:20,night,Friday,65,12,10,72,no,kinesthetic,tablet,Mensuration,3,209,1,2,yes,193,0,3,0,1
INT_0538,USR_092,PROB_200,SES_0760,2024-10-05 18:45:22,evening,Saturday,-35,9,14,34,no,auditory,tablet,Geometry,4,294,1,5,yes,346,0,3,1,4
INT_0539,USR_068,PROB_014,SES_0622,2024-09-30 21:33:33,night,Monday,22,8,9,54,no,kinesthetic,mobile,Ratios,1,112,3,5,yes,144,1,5,1,5
INT_0540,USR_053,PROB_093,SES_0082,2024-09-15 17:32:04,evening,Sunday,2,11,12,59,no,reading/writing,mobile,Number Theory,4,261,3,1,no,490,1,4,1,4
INT_0541,USR_037,PROB_088,SES_0322,2024-08-16 02:26:26,night,Friday,39,7,14,93,no,auditory,mobile,Calculus,2,53,1,2,no,166,1,4,0,3
INT_0542,USR_004,PROB_177,SES_0171,2024-08-10 04:32:55,night,Saturday,45,9,11,75,yes,auditory,desktop,Mensuration,2,80,2,4,yes,324,1,2,1,
INT_0543,USR_046,PROB_115,SES_0933,2024-09-22 20:28:47,evening,Sunday,21,8,12,47,no,visual,mobile,Algebra,3,201,2,3,no,350,0,1,1,4
INT_0544,USR_030,PROB_077,SES_0506,2024-09-13 01:36:33,night,Friday,44,10,13,84,yes,reading/writing,tablet,Probability,4,294,1,4,no,436,1,3,1,5
INT_0545,USR_013,PROB_089,SES_0292,2024-08-22 03:18:17,night,Thursday,34,9,8,51,yes,kinesthetic,desktop,Geometry,2,286,1,1,yes,285,1,4,1,2
INT_0546,USR_070,PROB_138,SES_0819,2024-08-25 00:31:53,night,Sunday,-84,8,8,66,no,reading/writing,desktop,Calculus,2,183,1,2,no,248,1,5,0,2
INT_0547,USR_012,PROB_036,SES_0286,2024-10-25 03:22:51,night,Friday,-70,11,8,39,yes,kinesthetic,tablet,Calculus,3,211,3,3,yes,320,1,5,0,3
INT_0548,USR_067,PROB_082,SES_0195,2024-10-11 21:53:56,night,Friday,70,6,15,31,yes,reading/writing,mobile,Arithmetic,3,117,2,2,yes,261,1,2,1,
INT_0549,USR_067,PROB_186,SES_0768,2024-08-28 00:27:04,night,Wednesday,35,10,14,56,no,visual,tablet,Mensuration,3,207,2,2,no,125,1,4,1,4
INT_0550,USR_038,PROB_172,SES_0497,2024-10-02 20:25:38,evening,Wednesday,1,10,12,67,yes,visual,tablet,Trigonometry,4,298,2,1,no,451,0,5,1,3
INT_0551,USR_017,PROB_199,SES_0904,2024-10-01 15:38:26,afternoon,Tuesday,85,7,5,67,yes,auditory,tablet,Algebra,4,193,3,1,yes,46,0,2,0,1
INT_0552,USR_094,PROB_057,SES_0348,2024-10-21 01:19:28,night,Monday,14,7,14,51,no,visual,desktop,Number Theory,5,134,1,2,no,361,0,2,1,3
INT_0553,USR_099,PROB_142,SES_0065,2024-10-23 01:33:13,night,Wednesday,2,10,8,50,no,reading/writing,desktop,Arithmetic,4,124,3,4,yes,221,0,3,1,
INT_0554,USR_003,PROB_194,SES_0963,2024-10-07 03:32:25,night,Monday,34,6,7,66,yes,auditory,desktop,Arithmetic,3,58,1,1,no,163,1,2,1,3
INT_0555,USR_010,PROB_130,SES_0740,2024-10-30 23:26:01,night,Wednesday,-87,11,13,49,yes,reading/writing,mobile,Number Theory,2,269,2,1,no,463,0,2,0,3
INT_0556,USR_061,PROB_097,SES_0299,2024-09-24 02:14:26,night,Tuesday,53,8,12,66,no,auditory,tablet,Algebra,2,177,3,5,no,264,1,4,1,
INT_0557,USR_099,PROB_060,SES_0458,2024-09-17 15:36:06,afternoon,Tuesday,74,8,10,48,no,visual,mobile,Statistics,4,93,1,5,no,352,0,2,1,4
INT_0558,USR_098,PROB_060,SES_0061,2024-10-03 08:26:19,morning,Thursday,-4,12,7,34,yes,reading/writing,mobile,Mensuration,3,226,1,2,no,358,1,5,1,4
INT_0559,USR_072,PROB_190,SES_0751,2024-08-11 03:27:44,night,Sunday,-71,9,7,31,yes,visual,mobile,Arithmetic,5,162,3,1,no,384,0,3,1,4
INT_0560,USR_054,PROB_103,SES_0010,2024-09-07 03:27:18,night,Saturday,83,8,13,71,no,kinesthetic,desktop,Probability,3,86,1,3,no,332,1,4,1,4
INT_0561,USR_043,PROB_192,SES_0738,2024-08-18 05:33:45,morning,Sunday,31,6,10,83,yes,reading/writing,mobile,Algebra,4,129,3,1,yes,440,1,2,1,2
INT_0562,USR_082,PROB_144,SES_0905,2024-08-29 11:40:00,morning,Thursday,-41,8,9,84,no,kinesthetic,tablet,Number Theory,3,246,2,1,no,218,1,2,1,4
INT_0563,USR_034,PROB_145,SES_0105,2024-08-17 16:37:41,afternoon,Saturday,8,8,14,65,no,reading/writing,mobile,Probability,4,50,3,5,yes,186,1,2,0,1
INT_0564,USR_007,PROB_036,SES_0524,2024-09-26 13:42:30,afternoon,Thursday,-7,8,13,45,yes,reading/writing,tablet,Trigonometry,3,230,2,1,no,251,1,5,1,5
INT_0565,USR_036,PROB_183,SES_0147,2024-09-25 17:28:31,evening,Wednesday,87,12,9,45,no,reading/writing,desktop,Ratios,2,95,1,2,no,227,1,5,1,5
INT_0566,USR_025,PROB_098,SES_0384,2024-08-23 23:00:12,night,Friday,23,8,13,54,yes,kinesthetic,tablet,Geometry,3,283,2,1,no,395,1,1,1,2
INT_0567,USR_090,PROB_181,SES_0260,2024-09-05 20:03:36,evening,Thursday,-83,12,12,88,no,reading/writing,desktop,Statistics,4,256,1,2,no,440,1,5,0,1
INT_0568,USR_016,PROB_015,SES_0455,2024-10-21 22:03:20,night,Monday,-66,12,13,65,no,auditory,desktop,Number Theory,2,238,1,4,no,359,1,5,1,5
INT_0569,USR_067,PROB_004,SES_0964,2024-10-25 12:26:53,afternoon,Friday,80,11,5,38,yes,auditory,desktop,Mensuration,4,71,1,1,no,186,1,4,1,5
INT_0570,USR_040,PROB_071,SES_0575,2024-09-14 03:21:29,night,Saturday,55,12,6,89,yes,visual,mobile,Geometry,3,97,2,3,yes,312,0,1,1,4
INT_0571,USR_032,PROB_079,SES_0858,2024-10-27 20:57:55,evening,Sunday,-42,11,7,69,yes,kinesthetic,mobile,Mensuration,2,85,2,2,no,286,1,3,1,4
INT_0572,USR_012,PROB_126,SES_0364,2024-10-14 11:22:49,morning,Monday,74,10,12,51,yes,reading/writing,mobile,Statistics,2,195,1,3,yes,267,1,5,1,4
INT_0573,USR_096,PROB_069,SES_0093,2024-10-05 06:16:13,morning,Saturday,29,8,5,44,no,auditory,tablet,Probability,2,169,2,2,yes,245,1,1,1,5
INT_0574,USR_002,PROB_041,SES_0432,2024-09-30 10:21:41,morning,Monday,-65,7,10,69,yes,auditory,mobile,Calculus,1,257,2,2,no,135,1,4,1,5
INT_0575,USR_062,PROB_174,SES_0411,2024-09-08 01:59:56,night,Sunday,-31,12,13,43,no,kinesthetic,desktop,Trigonometry,4,201,1,2,no,268,1,5,1,5
INT_0576,USR_097,PROB_036,SES_0134,2024-10-24 10:50:03,morning,Thursday,-67,8,7,74,no,auditory,tablet,Algebra,1,218,1,4,yes,77,0,1,0,
INT_0577,USR_032,PROB_040,SES_0702,2024-10-11 11:00:30,morning,Friday,-50,8,6,90,no,reading/writing,desktop,Arithmetic,2,283,2,2,no,181,0,4,1,5
INT_0578,USR_052,PROB_198,SES_0335,2024-09-06 21:46:55,night,Friday,18,10,11,39,yes,visual,mobile,Number Theory,4,95,3,2,yes,400,1,4,1,5
INT_0579,USR_018,PROB_128,SES_0193,2024-08-06 06:19:27,morning,Tuesday,-67,8,11,53,no,kinesthetic,tablet,Trigonometry,2,222,3,1,no,454,1,3,1,4
INT_0580,USR_011,PROB_089,SES_0703,2024-08-13 20:55:25,evening,Tuesday,-87,7,10,46,no,reading/writing,desktop,Calculus,4,52,2,5,no,258,1,3,0,2
INT_0581,USR_058,PROB_129,SES_0382,2024-09-30 22:21:54,night,Monday,46,8,6,52,no,reading/writing,desktop,Geometry,1,88,1,5,no,259,0,2,1,3
INT_0582,USR_060,PROB_073,SES_0041,2024-08-16 15:29:23,afternoon,Friday,-78,10,15,77,yes,kinesthetic,desktop,Mensuration,1,246,3,2,yes,117,1,1,1,5
INT_0583,USR_046,PROB_188,SES_0038,2024-10-08 23:25:15,night,Tuesday,-46,6,13,42,yes,auditory,desktop,Calculus,4,160,3,1,no,588,1,5,1,5
INT_0584,USR_073,PROB_118,SES_0042,2024-08-10 10:23:02,morning,Saturday,-53,10,15,42,no,visual,tablet,Mensuration,4,158,2,1,no,396,1,5,0,5
INT_0585,USR_025,PROB_147,SES_0268,2024-09-08 19:32:34,evening,Sunday,-28,11,5,77,no,auditory,tablet,Mensuration,3,241,3,1,no,415,0,2,0,1
INT_0586,USR_027,PROB_005,SES_0801,2024-09-23 21:08:17,night,Monday,-22,9,14,70,yes,auditory,mobile,Ratios,3,106,1,1,no,285,1,4,1,4
INT_0587,USR_072,PROB_004,SES_0352,2024-09-13 10:22:52,morning,Friday,23,7,12,93,yes,auditory,desktop,Trigonometry,3,115,2,3,no,262,0,2,1,
INT_0588,USR_096,PROB_136,SES_0379,2024-09-08 09:48:20,morning,Sunday,25,11,12,33,yes,auditory,desktop,Ratios,2,194,2,5,yes,235,1,4,1,5
INT_0589,USR_017,PROB_097,SES_0622,2024-08-16 03:25:13,night,Friday,-36,6,14,67,yes,auditory,desktop,Trigonometry,1,190,2,3,no,198,1,3,1,5
INT_0590,USR_082,PROB_196,SES_0652,2024-09-10 16:34:34,afternoon,Tuesday,10,7,11,93,no,kinesthetic,tablet,Probability,1,286,3,2,yes,169,1,5,1,3
INT_0591,USR_075,PROB_168,SES_0429,2024-09-23 13:12:40,afternoon,Monday,-83,10,8,47,no,visual,desktop,Number Theory,3,237,2,1,no,465,0,3,1,1
INT_0592,USR_077,PROB_168,SES_0399,2024-10-10 16:55:12,afternoon,Thursday,-49,9,10,60,yes,auditory,tablet,Probability,4,125,1,1,no,170,0,3,0,1
INT_0593,USR_060,PROB_129,SES_0657,2024-08-15 19:53:21,evening,Thursday,-50,7,12,38,yes,visual,desktop,Trigonometry,1,271,2,2,yes,314,1,5,1,5
INT_0594,USR_078,PROB_166,SES_0547,2024-10-31 00:28:30,night,Thursday,-75,8,11,35,no,reading/writing,tablet,Geometry,1,76,1,1,no,138,1,2,1,4
INT_0595,USR_032,PROB_124,SES_0216,2024-09-03 03:21:41,night,Tuesday,87,6,12,92,no,kinesthetic,tablet,Mensuration,3,226,2,3,no,229,1,4,1,4
INT_0596,USR_029,PROB_095,SES_0578,2024-09-16 22:18:19,night,Monday,-50,10,15,69,no,reading/writing,desktop,Mensuration,3,89,3,3,yes,152,0,2,1,
INT_0597,USR_028,PROB_150,SES_0311,2024-08-19 18:00:16,evening,Monday,3,11,13,81,no,auditory,tablet,Probability,2,200,3,1,yes,284,1,4,1,3
INT_0598,USR_049,PROB_004,SES_0685,2024-08-09 10:14:19,morning,Friday,-38,7,7,65,no,visual,desktop,Arithmetic,1,141,2,2,no,204,0,3,1,4
INT_0599,USR_095,PROB_052,SES_0373,2024-10-25 01:25:40,night,Friday,-65,8,13,38,yes,visual,mobile,Calculus,2,195,2,1,no,300,0,4,1,4
INT_0600,USR_023,PROB_011,SES_0624,2024-09-04 17:17:05,evening,Wednesday,-42,11,6,46,no,visual,mobile,Arithmetic,3,112,2,2,no,374,1,5,1,3
INT_0601,USR_015,PROB_114,SES_0086,2024-09-30 06:06:34,morning,Monday,60,7,14,92,yes,visual,desktop,Trigonometry,3,270,4,3,no,300,1,4,1,5
INT_0602,USR_033,PROB_194,SES_0417,2024-10-16 08:31:40,morning,Wednesday,-45,8,13,91,no,kinesthetic,tablet,Statistics,3,113,2,3,no,309,1,2,1,1
INT_0603,USR_066,PROB_121,SES_0508,2024-08-21 05:04:48,morning,Wednesday,20,11,9,42,no,reading/writing,tablet,Statistics,3,260,1,3,no,344,0,2,0,1
INT_0604,USR_039,PROB_157,SES_0216,2024-10-13 21:09:20,night,Sunday,-50,7,11,51,no,auditory,tablet,Statistics,2,171,3,3,no,196,0,4,1,3
INT_0605,USR_019,PROB_079,SES_0342,2024-09-15 23:20:28,night,Sunday,-12,9,14,80,no,visual,tablet,Algebra,1,297,2,3,yes,394,1,3,1,5
INT_0606,USR_033,PROB_076,SES_0853,2024-09-17 00:20:27,night,Tuesday,7,8,13,55,no,reading/writing,tablet,Geometry,1,69,1,1,no,114,1,4,1,
INT_0607,USR_085,PROB_100,SES_0705,2024-10-30 15:15:17,afternoon,Wednesday,65,10,11,37,yes,kinesthetic,tablet,Statistics,2,144,2,1,no,294,1,2,1,5
INT_0608,USR_020,PROB_151,SES_0307,2024-10-13 06:35:05,morning,Sunday,22,7,10,63,no,kinesthetic,desktop,Algebra,2,85,3,1,no,278,1,3,1,4
INT_0609,USR_028,PROB_048,SES_0329,2024-09-29 07:29:23,morning,Sunday,-5,7,15,63,yes,visual,mobile,Geometry,2,214,2,2,no,289,0,2,1,1
INT_0610,USR_056,PROB_009,SES_0983,2024-10-04 10:50:34,morning,Friday,35,8,14,72,no,visual,desktop,Geometry,1,299,2,1,yes,426,1,5,1,5
INT_0611,USR_025,PROB_193,SES_0075,2024-10-27 13:52:17,afternoon,Sunday,29,9,7,72,yes,kinesthetic,tablet,Statistics,1,249,3,4,no,256,0,3,0,1
INT_0612,USR_029,PROB_083,SES_0438,2024-08-20 08:54:14,morning,Tuesday,59,11,10,88,no,auditory,desktop,Ratios,3,278,3,4,yes,392,1,3,1,
INT_0613,USR_078,PROB_011,SES_0799,2024-08-17 17:22:04,evening,Saturday,-7,12,10,59,no,auditory,tablet,Probability,2,158,4,1,no,229,1,1,1,3
INT_0614,USR_049,PROB_007,SES_0455,2024-08-27 12:03:28,afternoon,Tuesday,22,9,8,56,no,visual,mobile,Probability,3,179,4,3,yes,286,1,2,1,5
INT_0615,USR_041,PROB_107,SES_0196,2024-08-27 02:51:32,night,Tuesday,2,9,9,95,yes,reading/writing,mobile,Algebra,4,147,3,2,no,554,0,4,1,4
INT_0616,USR_039,PROB_059,SES_0719,2024-08-11 20:41:51,evening,Sunday,9,9,5,65,no,kinesthetic,mobile,Probability,2,266,1,2,yes,172,0,3,1,
INT_0617,USR_027,PROB_190,SES_0677,2024-09-07 11:39:26,morning,Saturday,-50,9,7,52,no,auditory,desktop,Probability,2,143,3,1,yes,410,1,3,1,4
INT_0618,USR_042,PROB_008,SES_0803,2024-08-04 10:01:56,morning,Sunday,30,6,7,82,yes,reading/writing,desktop,Statistics,2,93,1,1,no,308,0,5,0,5
INT_0619,USR_069,PROB_113,SES_0138,2024-10-17 20:00:19,evening,Thursday,31,9,9,46,yes,kinesthetic,desktop,Geometry,5,172,2,4,no,330,0,2,1,4
INT_0620,USR_096,PROB_025,SES_0735,2024-09-21 09:56:39,morning,Saturday,-64,7,8,62,yes,kinesthetic,tablet,Calculus,3,221,2,2,no,477,0,4,0,1
INT_0621,USR_095,PROB_009,SES_0766,2024-09-19 20:03:50,evening,Thursday,-40,7,5,48,no,auditory,mobile,Trigonometry,2,132,1,2,no,212,0,4,1,5
INT_0622,USR_059,PROB_160,SES_0270,2024-10-09 14:07:47,afternoon,Wednesday,-19,11,13,73,yes,auditory,tablet,Ratios,2,256,3,3,no,200,0,4,1,4
INT_0623,USR_055,PROB_165,SES_0027,2024-10-09 04:06:14,night,Wednesday,27,12,6,45,no,kinesthetic,mobile,Ratios,2,128,2,2,no,141,1,5,1,5
INT_0624,USR_066,PROB_050,SES_0146,2024-10-27 07:49:01,morning,Sunday,-40,11,10,49,no,visual,desktop,Ratios,3,188,1,5,no,233,0,1,0,2
INT_0625,USR_097,PROB_184,SES_0156,2024-10-09 19:27:54,evening,Wednesday,-39,8,5,81,yes,reading/writing,tablet,Calculus,3,132,1,5,yes,147,0,3,0,2
INT_0626,USR_009,PROB_016,SES_0774,2024-09-22 04:09:30,night,Sunday,-49,12,8,80,no,reading/writing,tablet,Number Theory,3,99,1,2,yes,324,1,2,1,5
INT_0627,USR_087,PROB_039,SES_0211,2024-09-26 04:43:17,night,Thursday,-7,6,15,45,no,visual,desktop,Number Theory,1,170,1,2,no,216,1,4,1,5
INT_0628,USR_093,PROB_088,SES_0897,2024-09-04 01:24:53,night,Wednesday,-25,6,15,89,no,auditory,desktop,Calculus,4,244,1,2,yes,243,1,5,1,5
INT_0629,USR_064,PROB_180,SES_0987,2024-09-25 13:03:40,afternoon,Wednesday,-64,12,9,65,no,kinesthetic,tablet,Mensuration,5,141,1,1,no,428,0,2,1,2
INT_0630,USR_100,PROB_182,SES_0500,2024-10-11 19:53:36,evening,Friday,6,10,13,78,yes,visual,desktop,Geometry,2,197,1,5,yes,254,1,5,1,5
INT_0631,USR_006,PROB_089,SES_0663,2024-09-26 14:36:55,afternoon,Thursday,43,6,11,85,no,visual,mobile,Number Theory,3,96,1,5,yes,263,1,5,1,4
INT_0632,USR_088,PROB_089,SES_0361,2024-09-01 08:28:50,morning,Sunday,-78,8,12,63,no,auditory,mobile,Statistics,3,247,3,3,no,241,1,5,1,3
INT_0633,USR_046,PROB_158,SES_0552,2024-08-30 10:53:19,morning,Friday,-65,11,6,81,yes,reading/writing,desktop,Probability,3,243,2,1,no,190,1,5,1,5
INT_0634,USR_042,PROB_005,SES_0115,2024-08-25 18:19:58,evening,Sunday,39,11,15,67,no,auditory,tablet,Number Theory,2,228,1,1,no,199,1,4,1,4
INT_0635,USR_046,PROB_102,SES_0137,2024-09-19 03:54:47,night,Thursday,-15,10,14,40,yes,auditory,tablet,Algebra,2,112,2,3,yes,296,1,5,1,4
INT_0636,USR_083,PROB_056,SES_0149,2024-08-02 09:15:01,morning,Friday,66,9,12,83,no,auditory,tablet,Probability,4,267,2,2,no,465,1,4,0,2
INT_0637,USR_034,PROB_111,SES_0380,2024-09-16 07:20:34,morning,Monday,1,6,7,71,no,auditory,desktop,Number Theory,1,82,1,4,no,136,1,4,0,1
INT_0638,USR_045,PROB_184,SES_0719,2024-10-22 17:52:14,evening,Tuesday,29,8,14,36,no,reading/writing,tablet,Number Theory,4,161,1,5,yes,354,0,3,1,4
INT_0639,USR_009,PROB_175,SES_0363,2024-08-09 23:17:36,night,Friday,-26,11,5,92,no,auditory,tablet,Arithmetic,5,219,2,2,no,468,0,3,1,2
INT_0640,USR_070,PROB_175,SES_0601,2024-09-10 00:39:03,night,Tuesday,1,10,6,39,no,reading/writing,desktop,Probability,3,237,1,5,no,298,1,5,0,3
INT_0641,USR_043,PROB_023,SES_0097,2024-09-21 18:44:43,evening,Saturday,9,12,11,78,no,auditory,tablet,Probability,3,74,2,1,no,235,0,1,0,2
INT_0642,USR_083,PROB_163,SES_0084,2024-09-13 14:48:06,afternoon,Friday,44,8,5,37,no,visual,desktop,Ratios,3,74,1,5,no,317,0,2,0,2
INT_0643,USR_009,PROB_045,SES_0194,2024-10-21 19:31:11,evening,Monday,47,7,10,42,no,auditory,desktop,Ratios,2,196,1,2,no,154,1,4,1,5
INT_0644,USR_069,PROB_031,SES_0827,2024-09-09 09:06:22,morning,Monday,84,7,14,51,no,reading/writing,mobile,Number Theory,1,89,4,4,no,178,1,4,1,3
INT_0645,USR_071,PROB_017,SES_0347,2024-09-01 11:09:15,morning,Sunday,35,7,11,35,no,reading/writing,desktop,Number Theory,1,75,3,1,no,52,1,4,1,5
INT_0646,USR_083,PROB_052,SES_0290,2024-09-11 04:28:48,night,Wednesday,-40,8,15,84,no,reading/writing,mobile,Calculus,3,56,2,1,no,416,0,2,1,4
INT_0647,USR_008,PROB_136,SES_0852,2024-08-06 06:05:19,morning,Tuesday,60,11,14,52,no,visual,desktop,Algebra,2,62,4,2,yes,239,1,5,1,4
INT_0648,USR_023,PROB_131,SES_0380,2024-10-27 22:02:58,night,Sunday,-36,6,12,53,no,kinesthetic,mobile,Arithmetic,3,176,1,3,yes,289,1,3,1,1
INT_0649,USR_031,PROB_169,SES_0834,2024-09-12 05:24:52,morning,Thursday,-32,8,11,35,yes,auditory,desktop,Mensuration,4,275,4,3,no,362,1,3,1,5
INT_0650,USR_053,PROB_177,SES_0011,2024-09-23 13:24:17,afternoon,Monday,-42,12,12,62,no,reading/writing,mobile,Calculus,3,82,3,1,no,275,0,4,1,3
INT_0651,USR_095,PROB_066,SES_0979,2024-10-27 22:59:44,night,Sunday,11,8,13,66,yes,kinesthetic,mobile,Geometry,2,151,3,4,no,305,1,4,0,2
INT_0652,USR_014,PROB_029,SES_0235,2024-08-05 12:11:05,afternoon,Monday,87,12,6,60,no,kinesthetic,tablet,Probability,2,163,2,1,no,186,1,3,1,5
